CNN Evaluation on Distorted and Restored Images

The tumor_probability column is the CNN output probability for the tumor class.
Probability >= 0.5 is predicted as tumor; otherwise it is predicted as no_tumor.

clean        | original                     | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.203065
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.814346
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.566041
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.957516
clean        | original                     | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.243235
clean        | original                     | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.415774
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.521227
distorted    | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.434188
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.752032
distorted    | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.356227
distorted    | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.338540
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.670537
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.537305
distorted    | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.488159
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.665035
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.741893
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.738226
distorted    | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.272787
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.680549
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.936526
distorted    | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.590410
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.887902
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.760461
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.961895
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.629034
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991642
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.810243
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.698253
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.904099
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.593107
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.563085
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.734251
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.963777
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.956250
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.615744
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.924360
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.738946
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.755742
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.619539
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.897514
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.551785
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.890463
distorted    | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.563784
distorted    | gaussian_noise               | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.492217
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.543311
restored     | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.430384
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.693926
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.684240
restored     | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.392736
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.948843
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.736520
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.783977
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.664034
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.909207
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.907659
restored     | gaussian_noise               | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.417008
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.859641
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.904171
restored     | gaussian_noise               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.758950
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.913582
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.845724
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988415
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.741146
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999270
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.886854
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.908629
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.887822
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.934810
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.904838
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.861079
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.972113
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.977495
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.926163
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.976807
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.969995
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.913410
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.913929
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.920524
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.850351
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.976757
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.585706
restored     | gaussian_noise               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.760992
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.006709
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.001116
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.065097
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.005698
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.001368
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.019155
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.005017
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.005904
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.020753
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.012032
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.011609
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.003801
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.006436
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.143489
distorted    | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.005050
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.087169
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.040493
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.288029
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.009415
distorted    | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.934118
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.064296
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.041697
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.212245
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.015496
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.019020
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.011284
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.396148
distorted    | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.580482
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.021481
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.204976
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.033752
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.033266
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.012300
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.222185
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.012630
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.207723
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.006985
distorted    | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.003697
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.288102
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.191094
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.529699
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.454972
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.158392
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.910099
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.569281
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.593821
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.482389
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.835815
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.833869
restored     | salt_and_pepper              | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.196198
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.736956
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.848073
restored     | salt_and_pepper              | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.610052
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.844630
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.699728
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.982327
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.552306
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999444
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.763396
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.824380
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.783078
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.885131
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.803086
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.753318
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.954169
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.973138
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.837693
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.966002
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.952864
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.820925
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.831722
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.871549
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.711065
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965328
restored     | salt_and_pepper              | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.334709
restored     | salt_and_pepper              | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.535035
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.938209
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.697111
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.930189
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.963911
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.719698
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.995275
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.954525
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.958157
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.765632
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.972460
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.971557
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.869224
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.973713
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.949015
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.957109
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.975511
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965509
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994698
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.916851
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999637
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.982193
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990134
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.986435
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.993711
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.989309
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.955335
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991300
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.993455
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988299
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983595
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994135
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.980436
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.980143
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.963105
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.974585
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.992397
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.843047
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.896963
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.856913
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.523593
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.852665
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.908059
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.553699
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.986632
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.910985
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.912935
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.736919
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.958615
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.957411
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.737233
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.945320
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.949427
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.929775
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.960149
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.932770
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994365
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.848650
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999751
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.959705
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.978379
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.971479
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988014
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.977140
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.916017
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.984664
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990093
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.976509
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.986756
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988300
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.971107
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965161
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.962072
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.940956
