confidence_threshold,detections,filename,image_path
0.25,1,TCGA_CS_4942_19970222_12.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_12.tif
0.25,1,TCGA_CS_4942_19970222_13.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_13.tif
0.25,1,TCGA_CS_4942_19970222_14.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_14.tif
0.25,1,TCGA_CS_4942_19970222_15.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_15.tif
0.25,0,TCGA_CS_4942_19970222_16.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_16.tif
0.25,1,TCGA_CS_4942_19970222_17.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_17.tif
0.25,1,TCGA_CS_4942_19970222_18.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_18.tif
0.25,1,TCGA_CS_4942_19970222_19.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_19.tif
0.25,0,TCGA_CS_4942_19970222_2.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_2.tif
0.25,1,TCGA_CS_4942_19970222_20.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_20.tif
0.25,0,TCGA_CS_4942_19970222_3.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_3.tif
0.25,1,TCGA_CS_4942_19970222_4.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_4.tif
0.25,1,TCGA_CS_4942_19970222_5.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_5.tif
0.25,1,TCGA_CS_4942_19970222_6.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_6.tif
0.25,1,TCGA_CS_4942_19970222_7.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_7.tif
0.25,1,TCGA_CS_4942_19970222_8.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_8.tif
0.25,1,TCGA_CS_4942_19970222_9.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4942_19970222\TCGA_CS_4942_19970222_9.tif
0.25,1,TCGA_CS_4943_20000902_1.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_1.tif
0.25,1,TCGA_CS_4943_20000902_10.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_10.tif
0.25,1,TCGA_CS_4943_20000902_11.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_11.tif
0.25,2,TCGA_CS_4943_20000902_12.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_12.tif
0.25,1,TCGA_CS_4943_20000902_13.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_13.tif
0.25,0,TCGA_CS_4943_20000902_14.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_14.tif
0.25,1,TCGA_CS_4943_20000902_15.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_15.tif
0.25,1,TCGA_CS_4943_20000902_16.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_16.tif
0.25,1,TCGA_CS_4943_20000902_17.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_17.tif
0.25,0,TCGA_CS_4943_20000902_18.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_18.tif
0.25,0,TCGA_CS_4943_20000902_19.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_19.tif
0.25,0,TCGA_CS_4943_20000902_2.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_2.tif
0.25,0,TCGA_CS_4943_20000902_20.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_20.tif
0.25,0,TCGA_CS_4943_20000902_3.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_3.tif
0.25,0,TCGA_CS_4943_20000902_4.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_4.tif
0.25,0,TCGA_CS_4943_20000902_5.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_5.tif
0.25,1,TCGA_CS_4943_20000902_6.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_6.tif
0.25,0,TCGA_CS_4943_20000902_7.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_7.tif
0.25,1,TCGA_CS_4943_20000902_8.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_8.tif
0.25,1,TCGA_CS_4943_20000902_9.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4943_20000902\TCGA_CS_4943_20000902_9.tif
0.25,0,TCGA_CS_4944_20010208_1.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_1.tif
0.25,2,TCGA_CS_4944_20010208_10.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_10.tif
0.25,1,TCGA_CS_4944_20010208_11.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_11.tif
0.25,1,TCGA_CS_4944_20010208_12.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_12.tif
0.25,1,TCGA_CS_4944_20010208_13.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_13.tif
0.25,0,TCGA_CS_4944_20010208_14.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_14.tif
0.25,1,TCGA_CS_4944_20010208_15.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_15.tif
0.25,1,TCGA_CS_4944_20010208_16.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_16.tif
0.25,1,TCGA_CS_4944_20010208_17.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_17.tif
0.25,0,TCGA_CS_4944_20010208_18.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_18.tif
0.25,0,TCGA_CS_4944_20010208_19.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_19.tif
0.25,0,TCGA_CS_4944_20010208_2.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_2.tif
0.25,2,TCGA_CS_4944_20010208_20.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_20.tif
0.25,0,TCGA_CS_4944_20010208_3.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_3.tif
0.25,0,TCGA_CS_4944_20010208_4.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_4.tif
0.25,0,TCGA_CS_4944_20010208_5.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_5.tif
0.25,0,TCGA_CS_4944_20010208_6.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_6.tif
0.25,1,TCGA_CS_4944_20010208_7.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_7.tif
0.25,2,TCGA_CS_4944_20010208_8.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_8.tif
0.25,2,TCGA_CS_4944_20010208_9.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_4944_20010208\TCGA_CS_4944_20010208_9.tif
0.25,0,TCGA_CS_5393_19990606_1.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_1.tif
0.25,1,TCGA_CS_5393_19990606_10.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_10.tif
0.25,1,TCGA_CS_5393_19990606_11.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_11.tif
0.25,1,TCGA_CS_5393_19990606_12.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_12.tif
0.25,1,TCGA_CS_5393_19990606_13.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_13.tif
0.25,1,TCGA_CS_5393_19990606_14.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_14.tif
0.25,1,TCGA_CS_5393_19990606_15.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_15.tif
0.25,1,TCGA_CS_5393_19990606_16.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_16.tif
0.25,1,TCGA_CS_5393_19990606_17.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_17.tif
0.25,0,TCGA_CS_5393_19990606_18.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_18.tif
0.25,0,TCGA_CS_5393_19990606_19.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_19.tif
0.25,0,TCGA_CS_5393_19990606_2.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_2.tif
0.25,0,TCGA_CS_5393_19990606_20.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_20.tif
0.25,0,TCGA_CS_5393_19990606_3.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_3.tif
0.25,0,TCGA_CS_5393_19990606_4.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_4.tif
0.25,1,TCGA_CS_5393_19990606_5.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_5.tif
0.25,0,TCGA_CS_5393_19990606_6.tif,C:\Users\renan\.cache\kagglehub\datasets\mateuszbuda\lgg-mri-segmentation\versions\2\kaggle_3m\TCGA_CS_5393_19990606\TCGA_CS_5393_19990606_6.tif
