CNN Evaluation on Distorted and Restored Images

The tumor_probability column is the CNN output probability for the tumor class.
Probability >= 0.5 is predicted as tumor; otherwise it is predicted as no_tumor.

clean        | original                     | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.203065
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.814346
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.566041
clean        | original                     | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.957516
clean        | original                     | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.243235
clean        | original                     | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.415774
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.109609
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.089111
distorted    | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.921723
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.202411
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.384909
distorted    | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.685788
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.314972
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.288330
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.175698
distorted    | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.954922
distorted    | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.938524
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.092874
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.379199
distorted    | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.595703
distorted    | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.387712
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.490899
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.373017
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.902807
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.239865
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.997827
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.459549
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.471075
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.474896
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.507688
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.446882
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.848336
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.800203
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.998107
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.499087
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.702923
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.719544
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.487145
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.521121
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.400031
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.408539
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.805877
distorted    | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.156958
distorted    | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.603889
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.200981
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.132178
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.579473
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.381625
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.112050
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.914423
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.439665
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.501501
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.427807
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.779529
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.775759
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.145237
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.706543
restored     | barrel_distortion            | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.827079
restored     | barrel_distortion            | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.478183
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.802354
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.631331
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983333
restored     | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.457170
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999478
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.704285
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.768578
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.745215
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.844133
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.758351
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.731462
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.952951
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.989310
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.796108
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.959428
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.936916
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.738529
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.761247
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.870838
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.605135
restored     | barrel_distortion            | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.974715
restored     | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.249754
restored     | barrel_distortion            | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.405182
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.573437
distorted    | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.308252
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.976979
distorted    | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.311821
distorted    | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.222266
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.555234
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.587416
distorted    | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.241243
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.968272
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.677613
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.670110
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.777990
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.615229
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.979568
distorted    | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.593373
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.967289
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.956918
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990191
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.932356
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.998277
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.876775
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.627644
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.975963
distorted    | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.352503
distorted    | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.448089
distorted    | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.334859
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988914
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.986782
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.754306
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965017
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.915733
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.864370
distorted    | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.335671
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988686
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.680426
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983272
distorted    | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.838374
distorted    | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.247796
restored     | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.494542
restored     | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.275547
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.982402
restored     | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.371877
restored     | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.197518
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.694795
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.519513
restored     | brightness_contrast          | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.362676
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.964928
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.718594
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.713620
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.772465
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.730239
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.976435
restored     | brightness_contrast          | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.531482
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.964467
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.951506
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.987645
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.905468
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.997663
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.891335
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.697978
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.984730
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.546392
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.557323
restored     | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.415599
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990805
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.989290
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.791348
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.958914
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.923993
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.880613
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.524633
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990645
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.683018
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.978459
restored     | brightness_contrast          | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.816262
restored     | brightness_contrast          | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.313765
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.938209
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.697111
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.930189
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.963911
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.719698
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.995275
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.954525
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.958157
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.765632
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.972460
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.971557
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.869224
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.973713
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.949015
distorted    | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.957109
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.975511
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965509
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994698
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.916851
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999637
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.982193
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990134
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.986435
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.993711
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.989309
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.955335
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991300
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.993455
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988299
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983595
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994135
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.980436
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.980143
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.963105
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.974585
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.992397
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.843047
distorted    | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.896963
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.856913
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.523593
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.852665
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.908059
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.553699
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.986632
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.910985
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.912935
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.736919
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.958615
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.957411
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.737233
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.945320
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.949427
restored     | gaussian_blur                | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.929775
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.960149
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.932770
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994365
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.848650
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.999751
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.959705
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.978379
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.971479
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988014
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.977140
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.916017
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.984664
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.990093
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.976509
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.986756
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988300
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.971107
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965161
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.962072
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.940956
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988514
restored     | gaussian_blur                | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.742946
